Lon,Lat
-16.875,28.402866
-16.575,28.402866
-16.425,28.531221
-16.375,28.531221
-16.325,28.573948
-16.125,28.573948
-16.125,28.531221
-16.175,28.531221
-16.375,28.360023
-16.375,28.274248
-16.425,28.231318
-16.425,28.188358
-16.525,28.10235
-16.525,28.059305
-16.675,28.059305
-16.775,28.145369
-16.775,28.188358
-16.825,28.231318
-16.825,28.274248
-16.875,28.31715
-16.875,28.402866
