Lon,Lat
-42.95,-1.6497719
-42.9,-1.6997507
-42.9,-1.749728
-42.85,-1.799704
-42.7,-1.8496786
-42.6,-1.8996519
-42.5,-1.9496237
-42.25,-1.999594
-42.1,-2.0495627
-41.7,-2.09953
-39.7,-2.1494956
-39.6,-2.1994596
-39.55,-2.2494218
-39.5,-2.2993824
-39.4,-2.3493414
-39.35,-2.3992984
-39.25,-2.4492536
-39.25,-2.499207
-39.2,-2.5491586
-39.15,-2.599108
-39.1,-2.6490557
-39.05,-2.6990013
-39.05,-2.7489448
-38.95,-2.798886
-38.9,-2.8488255
-38.8,-2.8987625
-38.75,-2.9486973
-38.7,-2.99863
-38.6,-3.0485604
-38.5,-3.0984886
-38.4,-3.1484144
-38.2,-3.1983376
-38.1,-3.2482586
-38.1,-3.298177
-38.1,-3.348093
-38.05,-3.3980064
-38.0,-3.4479172
-37.9,-3.4978254
-37.85,-3.547731
-37.8,-3.5976338
-37.7,-3.647534
-37.7,-3.697431
-37.6,-3.7473257
-37.55,-3.7972174
-37.5,-3.847106
-37.45,-3.896992
-37.4,-3.9468749
-37.35,-3.9967546
-37.3,-4.0466313
-37.25,-4.096505
-37.2,-4.146376
-37.15,-4.196244
-37.1,-4.246108
-37.05,-4.295969
-37.05,-4.345827
-37.0,-4.395682
-36.95,-4.445533
-36.85,-4.495381
-36.75,-4.545225
-36.6,-4.5950665
-36.5,-4.644904
-36.4,-4.694738
-36.1,-4.7445683
-35.05,-4.794395
-35.05,-4.8442183
-35.0,-4.8940377
-35.0,-4.943854
-35.0,-4.9936657
-34.95,-5.043474
-34.95,-5.093279
-34.95,-5.1430793
-34.95,-5.1928763
-34.9,-5.242669
-34.9,-5.292458
-34.9,-5.3422427
-34.9,-5.3920236
-34.9,-5.4418
-34.9,-5.491573
-34.9,-5.5413413
-34.9,-5.5911055
-34.9,-5.6408653
-34.9,-5.6906214
-34.95,-5.7403727
-34.9,-5.7901196
-34.9,-5.8398623
-34.85,-5.8896008
-34.85,-5.9393344
-34.85,-5.9890637
-34.85,-6.0387883
-34.8,-6.0885086
-34.8,-6.1382246
-34.8,-6.1879354
-34.8,-6.237642
-34.75,-6.2873435
-34.7,-6.3370404
-34.7,-6.3867326
-34.7,-6.4364195
-34.7,-6.486102
-34.65,-6.5357795
-34.65,-6.585452
-34.65,-6.63512
-34.6,-6.6847825
-34.6,-6.73444
-34.55,-6.7840924
-34.55,-6.8337398
-34.5,-6.883382
-34.5,-6.933019
-34.45,-6.9826508
-34.45,-7.032277
-34.45,-7.0818987
-34.4,-7.1315145
-34.4,-7.181125
-34.4,-7.23073
-34.4,-7.2803297
-34.4,-7.3299236
-34.4,-7.3795123
-34.4,-7.4290957
-34.35,-7.478673
-34.35,-7.528245
-34.35,-7.5778112
-34.4,-7.6273713
-34.35,-7.676926
-34.4,-7.7264752
-34.4,-7.7760186
-34.4,-7.825556
-34.45,-7.8750873
-34.45,-7.9246125
-34.45,-7.974132
-34.45,-8.023645
-34.45,-8.073153
-34.5,-8.122654
-34.5,-8.17215
-34.55,-8.221639
-34.6,-8.271122
-34.6,-8.320599
-34.6,-8.370069
-34.65,-8.419534
-34.65,-8.468991
-34.65,-8.518443
-34.65,-8.567888
-34.7,-8.617328
-34.7,-8.6667595
-34.7,-8.716186
-34.7,-8.765605
-34.75,-8.815018
-34.75,-8.864424
-34.75,-8.913823
-34.75,-8.963216
-34.8,-9.012602
-34.85,-9.061981
-34.85,-9.111354
-34.85,-9.16072
-34.9,-9.210078
-34.9,-9.25943
-34.95,-9.308775
-34.95,-9.358113
-35.0,-9.407444
-35.05,-9.456768
-35.05,-9.506085
-35.1,-9.555395
-35.15,-9.604697
-35.2,-9.653993
-35.25,-9.703281
-35.3,-9.7525625
-35.35,-9.801836
-35.4,-9.851103
-35.45,-9.900362
-35.55,-9.949614
